ID,Data Source,Sub-category,Merge Field Label,Merge Field Code,Merge Field Description,Format
134,Sale/Purchase Data,,Their Name,SP_TheirName,Sale/Purchase Their Name,s
135,Sale/Purchase Data,,Their Name Alias,SP_TheirNameAlias,Sale/Purchase Their Name Alias,s
282,Sale/Purchase Data,,Their Name List,SP_TheirNameList,Sale/Purchase Their Names (comma separated if more than one),s
323,Sale/Purchase Data,,Their Participant Current Balance,SP_TheirParticipant_CurrentBalance,Sale/purchase current balance (including payments allocated to date) as at the invoice date for their participant id,c
321,Sale/Purchase Data,,Their Participant Participant Previous Balance,SP_TheirParticipant_PreviousBalance,Sale/purchase Previous invoice balance as at the last invoice date for their participant id,c
325,Sale/Purchase Data,,Their Participant Total Previous Payments,SP_TheirParticipant_TotalPreviousPayments,Sale/purchase  total payments to date since the last invoice for their participant id,c
144,Sale/Purchase Data,,Their Reference,SP_TheirReference,Sale/Purchase Their Reference,s
145,Sale/Purchase Data,,Their Reference Alias,SP_TheirReferenceAlias,Sale/Purchase Their Reference Alias,s
322,Sale/Purchase Data,,This Action Current Balance,SP_ThisAction_CurrentBalance,Sale/purchase current balance (including payments allocated to date) as at the invoice date for the associated action id,c
320,Sale/Purchase Data,,This Action Previous Balance,SP_ThisAction_PreviousBalance,Sale/purchase Previous invoice balance as at the last invoice date for the associated action id,c
324,Sale/Purchase Data,,This Action Total Previous Payments,SP_ThisAction_TotalPreviousPayments,Sale/purchase total payments to date since the last invoice for this action,c
167,Sale/Purchase Data,,Title,SP_Title,Sale/Purchase Title,s
162,Sale/Purchase Data,,Total Exclusive,SP_TotalExclusive,Sale/Purchase Total Exclusive,c
163,Sale/Purchase Data,,Total GST,SP_TotalGst,Sale/Purchase Total Gst,c
161,Sale/Purchase Data,,Total Inclusive,SP_TotalInclusive,Sale/Purchase Total Inclusive,c
201,Sale/Purchase Data,,Total Quantity,SP_TotalQuantity,Sale/Purchase Sum of all Line Item Quantities,c
440,Sale/Purchase Data,,Trust Current Balance,SP_TrustCurrentBalance,Trust current balance (all accounts),c
436,Sale/Purchase Data,,Trust Previous Balance,SP_TrustPreviousBalance,Trust balance as-at last invoice date (all accounts),c
594,Sale/Purchase Data,,Trust Regulatory Text,SP_TrustRegulatoryText,Regulatory text required by Trust regulations,s
495,Sale/Purchase Data,,Trust Total Applied On Invoice Created Date,SP_TrustTotalAppliedOnInvoiceCreatedDate,Total amount of Trust Payments that were applied on the invoice created date (so ignores payments dated After the invoice created date),c
439,Sale/Purchase Data,,Trust Total Invoice Payments,SP_TrustTotalInvoicePayments,Trust total invoice payments since last invoice date (all accounts),c
437,Sale/Purchase Data,,Trust Total Receipts,SP_TrustTotalReceipts,Trust total receipts since last invoice date (all accounts),c
438,Sale/Purchase Data,,Trust Total Withdrawals,SP_TrustTotalWithdrawals,Trust total withdrawals (excl invoice payments) since last invoice date (all accounts),c
121,Sale/Purchase Line Item Data,,Account,SPI_Account,Sale/Purchase Line Item Account,s
129,Sale/Purchase Line Item Data,,Action ID,SPI_ActionID,Sale/Purchase Line Item Action Id,n
130,Sale/Purchase Line Item Data,,Action Name,SPI_ActionName,Sale/Purchase Line Item Action Name,s
128,Sale/Purchase Line Item Data,,Date,SPI_Date,Sale/Purchase Line Item Date,d
116,Sale/Purchase Line Item Data,,Description,SPI_Description,Sale/Purchase Line Item Description,s
539,Sale/Purchase Line Item Data,,Display ID,SPI_DisplayID,Participant ID of Time keeper,s
538,Sale/Purchase Line Item Data,,Display Initials,SPI_DisplayInitials,Initials of Time keeper,s
537,Sale/Purchase Line Item Data,,Display Name,SPI_DisplayName,Name of Time keeper,s
120,Sale/Purchase Line Item Data,,Expense Account,SPI_ExpenseAccount,Sale/Purchase Line Item Expense Account,s
123,Sale/Purchase Line Item Data,,Expense GST Code,SPI_ExpenseGSTCode,Sale/Purchase Line Item Expense Gst code,s
126,Sale/Purchase Line Item Data,,Expense GST Percent,SPI_ExpenseGSTPercent,Sale/Purchase Line Item Expense Gst Percent,n
124,Sale/Purchase Line Item Data,,GST Code,SPI_GSTCode,Sale/Purchase Line Item Gst Code,s
127,Sale/Purchase Line Item Data,,GST Percent,SPI_GSTPercent,Sale/Purchase Line Item Gst Percent,n
206,Sale/Purchase Line Item Data,,Heading Quantity,SPI_HeadingQuantity,Sale/Purchase Line Item - Heading Quantity (hidden for Line-Items),n
119,Sale/Purchase Line Item Data,,Income Account,SPI_IncomeAccount,Sale/Purchase Line Item Income Account,s
122,Sale/Purchase Line Item Data,,Income GSTCode,SPI_IncomeGSTCode,Sale/Purchase Line Item Income Gst code,s
125,Sale/Purchase Line Item Data,,Income GSTPercent,SPI_IncomeGSTPercent,Sale/Purchase Line Item Income Gst Percent,n
428,Sale/Purchase Line Item Data,,Inventory Item Buy Price,SPI_InventoryItemBuyPrice,The purchase price of the inventory item,c
187,Sale/Purchase Line Item Data,,Inventory Item Code,SPI_InventoryItemCode,Sale/Purchase Line Item Inventory Item Code,s
429,Sale/Purchase Line Item Data,,Inventory Item Global Local,SPI_InventoryItemGlobalLocal,The inventory item owner,s
315,Sale/Purchase Line Item Data,,Inventory Item Price List Changed Date,SPI_InventoryItemPriceListChangedDate,Inventory item price last change date (if applicable),d
430,Sale/Purchase Line Item Data,,Inventory Item Status,SPI_InventoryItemStatus,The inventory item status,s
207,Sale/Purchase Line Item Data,,Line Item Quantity,SPI_LineItemQuantity,Sale/Purchase Line Item - Line Item Quantity (hidden for Headings),n
115,Sale/Purchase Line Item Data,,Line Number,SPI_LineNumber,Sale/Purchase Line Item Line Number,n
118,Sale/Purchase Line Item Data,,Quantity,SPI_Quantity,Sale/Purchase Line Item Quantity,n
237,Sale/Purchase Line Item Data,,Sum Of Quantity,SPI_SumOfQuantity,"Sum of a heading's child line-item quantity (use |uom=A,B,C to filter) (value is empty for line-items)",n
224,Sale/Purchase Line Item Data,,Supplier Code,SPI_SupplierCode,Sale/Purchase Line Item Supplier Code / Item Code,s
132,Sale/Purchase Line Item Data,,Supplier Name,SPI_SupplierName,Sale/Purchase Line Item Supplier Name,s
131,Sale/Purchase Line Item Data,,Task ID,SPI_TaskID,Sale/Purchase Line Item Task Id,n
117,Sale/Purchase Line Item Data,,Title,SPI_Title,Sale/Purchase Line Item Title,s
208,Sale/Purchase Line Item Data,,Top Level Quantity,SPI_TopLevelQuantity,Sale/Purchase Line Item - Quantity for Top-Level Items/Heading (hidden for child headings/items),n
107,Sale/Purchase Line Item Data,,Total (excl. tax),SPI_TotalExcl,Sale/Purchase Line Item Total Excl,c
108,Sale/Purchase Line Item Data,,Total (incl. tax),SPI_TotalIncl,Sale/Purchase Line Item Total Incl,c
113,Sale/Purchase Line Item Data,,Total Cost (excl. tax),SPI_TotalCostExcl,Sale/Purchase Line Item Total Cost Excl,c
114,Sale/Purchase Line Item Data,,Total Cost (incl. tax),SPI_TotalCostIncl,Sale/Purchase Line Item Total Cost Incl,c
109,Sale/Purchase Line Item Data,,Total Sell (excl. tax),SPI_TotalSellExcl,Sale/Purchase Line Item Total Sell Excl,c
110,Sale/Purchase Line Item Data,,Total Sell (incl. tax),SPI_TotalSellIncl,Sale/Purchase Line Item Total Sell Incl,c
103,Sale/Purchase Line Item Data,,Unit (excl. tax),SPI_UnitExcl,Sale/Purchase Line Item Unit Excl,c
104,Sale/Purchase Line Item Data,,Unit (incl. tax),SPI_UnitIncl,Sale/Purchase Line Item Unit Incl,c
111,Sale/Purchase Line Item Data,,Unit Cost (excl. tax),SPI_UnitCostExcl,Sale/Purchase Line Item Unit Cost Excl,c
112,Sale/Purchase Line Item Data,,Unit Cost (incl. tax),SPI_UnitCostIncl,Sale/Purchase Line Item Unit Cost Incl,c
105,Sale/Purchase Line Item Data,,Unit Sell (excl. tax),SPI_UnitSellExcl,Sale/Purchase Line Item Unit Sell Excl,c
106,Sale/Purchase Line Item Data,,Unit Sell (incl. tax),SPI_UnitSellIncl,Sale/Purchase Line Item Unit Sell Incl,c
205,Sale/Purchase Line Item Data,,UOM,SPI_UOM,Sale/Purchase Line Item Unit of Measure (Symbol),s
202,Sale/Purchase Line Item Data,,UOM Name,SPI_UomName,Sale/Purchase Line Item Unit of Measure (Singluar/Plural),s
343,Sale/Purchase Line Item Data,,UTBMS Activity Code,SPI_UtbmsActivityCode,UTBMS Activity Code (if applicable),s
345,Sale/Purchase Line Item Data,,UTBMS Expense Code,SPI_UtbmsExpenseCode,UTBMS Expense Code (if applicable),s
342,Sale/Purchase Line Item Data,,UTBMS Task Code,SPI_UtbmsTaskCode,UTBMS Task Code (if applicable),s
344,Sale/Purchase Line Item Data,,UTBMS Timekeeper Code,SPI_UtbmsTimekeeperCode,UTBMS Timekeeper Code (if applicable),s
347,System Data,,Action Alias,system_ActionAlias,Action Alias,s
348,System Data,,Action Alias Plural,system_ActionAliasPlural,Aciton Alias (Plural),s
181,System Data,,Bank Account Number,ElectronicPayments_BankAccountNumber,Bank Account Number of the Electronic Payments system account,n
182,System Data,,Bank Name,ElectronicPayments_BankName,Bank Name (from the contact record) of the Electronic Payments system account,s
374,System Data,,Check Alias,system_CheckAlias,Check/Cheque Alias,s
184,System Data,,Current Date,system_date,Current date,d
51,System Data,,Customer Alias,system_CustomerAlias,Customer Participant Type Name,s
186,System Data,,Disbursement Alias,system_DisbursementAlias,Disbursement Alias,s
183,System Data,,GST Alias,system_GstAlias,GST/Tax/VAT Alias,s
427,System Data,,Org Key,system_OrgKey,The Organization Key of the system,s
414,System Data,,Record Count,system_RecordCount,Record Count for a repeat data source,n
185,System Data,,Sales Person Alias,system_SalesPersonAlias,Sales Person Participant Type Name,s
372,System Data,,Trust Alias,system_TrustAlias,Trust Alias,s
373,System Data,,Trust Client Alias,system_TrustClientAlias,Trust Client Alias,s
212,Trust Accounting Data,,Account Balance,TRUST_AccountBalance,Trust (By Action) - Account Balance (Sum of All Current and Inventments Accounts),c
210,Trust Accounting Data,,Current Balance,TRUST_CurrentBalance,Trust (By Action) - Current Account Balance (All Current Accounts),c
211,Trust Accounting Data,,Investment Balance,TRUST_InvestmentBalance,Trust (By Action) - Investment Account Balance (All Inventment Accounts),c
219,Trust Accounting Data,,Multi Account Balance,TRUST_MultiAccountBalance,Trust (By Client) - Account Balance (Sum of All Current and Inventments Accounts),c
217,Trust Accounting Data,,Multi Current Balance,TRUST_MultiCurrentBalance,Trust (By Client) - Current Account Balance (All Current Accounts),c
218,Trust Accounting Data,,Multi Investment Balance,TRUST_MultiInvestmentBalance,Trust (By Client) - Investment Account Balance (All Inventment Accounts),c
221,Trust Accounting Data,,Multi Paid By Firm,TRUST_MultiPaidByFirm,Trust (By Client) - Paid By Firm,c
223,Trust Accounting Data,,Multi Total Funds Less Owing To Firm,TRUST_MultiTotalFundsLessOwingToFirm,Trust (By Client) - Total Funds Less Owing To Firm (AccountBalance minus TotalOwingToFirm),c
222,Trust Accounting Data,,Multi Total Owing To Firm,TRUST_MultiTotalOwingToFirm,Trust (By Client) - Total Owing To Firm (Sum of Unpaid Sales Invoices + Paid By Firm),c
220,Trust Accounting Data,,Multi Unpaid Sales Invoices,TRUST_MultiUnpaidSalesInvoices,Trust (By Client)- Unpaid Sales Invoices,s
214,Trust Accounting Data,,Paid By Firm,TRUST_PaidByFirm,Trust (By Action) - Paid By Firm,c
216,Trust Accounting Data,,Total Funds Less Owing To Firm,TRUST_TotalFundsLessOwingToFirm,Trust (By Action) - Total Funds Less Owing To Firm (AccountBalance minus TotalOwingToFirm),c
215,Trust Accounting Data,,Total Owing To Firm,TRUST_TotalOwingToFirm,Trust (By Action) - Total Owing To Firm (Sum of Unpaid Sales Invoices + Paid By Firm),c
213,Trust Accounting Data,,Unpaid Sales Invoices,TRUST_UnpaidSalesInvoices,Trust (By Action) - Unpaid Sales Invoices,s
406,Trust EFT Requisition,,Amount,TrustEft_Amount,Trust EFT Requisition - Amount,c
408,Trust EFT Requisition,,Authorized By Participant Name,TrustEft_AuthorizedByParticipantName,Trust EFT Requisition - Authorized by (Staff) Participant Name,s
441,Trust EFT Requisition,,Bank Reference,TrustEft_BankReference,Trust EFT Requisition - Bank Reference,s
398,Trust EFT Requisition,,EFT Requisition Number,TrustEft_Number,Trust EFT Requisition - EFT Requisition Number,n
397,Trust EFT Requisition,,On Behalf Of Action Name,TrustEft_OnBehalfOfActionName,Trust EFT Requisition - On behalf of Action Name,s
401,Trust EFT Requisition,,On Behalf Of Action Reference,TrustEft_OnBehalfOfActionReference,Trust EFT Requisition - On behalf of Action Reference,s
402,Trust EFT Requisition,,On Behalf Of Participant Name,TrustEft_OnBehalfOfParticipantName,Trust EFT Requisition - On behalf of Participant Name,s
400,Trust EFT Requisition,,Pay To Account Name,TrustEft_PayToAccountName,Trust EFT Requisition - Pay to Bank Account Name,s
404,Trust EFT Requisition,,Pay To Account Number,TrustEft_PayToAccountNumber,Trust EFT Requisition - Pay to Bank Account Number,n
403,Trust EFT Requisition,,Pay To Recipient Name,TrustEft_PayToRecipientName,Trust EFT Requisition - Pay to Recipient Name,s
405,Trust EFT Requisition,,Payment Date,TrustEft_Date,Trust EFT Requisition - Payment Date,d
407,Trust EFT Requisition,,Reason,TrustEft_Reason,Trust EFT Requisition - Reason/Purpose,s
399,Trust EFT Requisition,,Requested By Participant Name,TrustEft_RequestedByParticipantName,Trust EFT Requisition - Requested by (Staff) Participant Name,s
388,Trust Payment Confirmation,,Amount,TrustPayment_Amount,Trust Payment Confirmation - Amount Paid (Currency format),c
387,Trust Payment Confirmation,,Amount (in words),TrustPayment_AmountText,Trust Payment Confirmation - Amount Paid (In English Text),s
380,Trust Payment Confirmation,,Date,TrustPayment_Date,Trust Payment Confirmation - Date on Bank Entry,d
383,Trust Payment Confirmation,,Date If Different,TrustPayment_DateIfDifferent,Trust Payment Confirmation - Date Paid (empty if same as date on Bank Entry),d
381,Trust Payment Confirmation,,Entry Date,TrustPayment_EntryDate,Trust Payment Confirmation - Date Entered into System,d
382,Trust Payment Confirmation,,Entry Date If Different,TrustPayment_EntryDateIfDifferent,Trust Payment Confirmation - Date Entered into System (empty if same as date on Bank Paid),d
393,Trust Payment Confirmation,,Issued By,TrustPayment_IssuedBy,Trust Payment Confirmation - ,s
389,Trust Payment Confirmation,,Method,TrustPayment_Method,Trust Payment Confirmation - Payment Method,s
390,Trust Payment Confirmation,,Method And Reference,TrustPayment_MethodAndReference,Trust Payment Confirmation - Payment Method and Payment Reference (if any),s
379,Trust Payment Confirmation,,Number,TrustPayment_Number,Trust Payment Confirmation - Payment Number,n
392,Trust Payment Confirmation,,Reason,TrustPayment_Reason,Trust Payment Confirmation - Reason/Description,s
391,Trust Payment Confirmation,,Reference,TrustPayment_Reference,Trust Payment Confirmation - Payment Reference (EFT Ref/Chk No. etc),s
394,Trust Payment Confirmation,,Requested By Name,TrustPayment_RequestedByName,Requested by name,s
386,Trust Payment Confirmation,,To Account,TrustPayment_ToAccount,Trust Payment Confirmation - Paid To EFT Account,s
384,Trust Payment Confirmation,,To Name,TrustPayment_ToName,Trust Payment Confirmation - Paid To Name,s
385,Trust Payment Confirmation,,To Name And Account,TrustPayment_ToNameAndAccount,Trust Payment Confirmation - Paid To Name (and account if EFT),s
434,Trust Payment Confirmation,,Trust Account Alias,TrustPayment_TrustAccountAlias,Trust/Client/Controlled Money Account,s
378,Trust Receipt Actions,,Action Amount,TrustReceiptAction_ActionAmount,Trust Receipt Action - Action Amount,n
375,Trust Receipt Actions,,Action ID,TrustReceiptAction_ActionID,Trust Receipt Action - Action ID,n
377,Trust Receipt Actions,,Action Name,TrustReceiptAction_ActionName,Trust Receipt Action - Action Name,s
376,Trust Receipt Actions,,Client Names,TrustReceiptAction_ClientNames,Trust Receipt Action - Client Name(s),s
351,Trust Statement,,Account Name,TrustStatement_AccountName,,s
354,Trust Statement,,Account Opened Date,TrustStatement_AccountOpenedDate,,d
353,Trust Statement,,Account Type,TrustStatement_AccountType,,s
352,Trust Statement,,Bank Account Number,TrustStatement_BankAccountNumber,,n
360,Trust Statement,,Closing Balance Amount,TrustStatement_ClosingBalanceAmount,,c
359,Trust Statement,,Closing Balance Date,TrustStatement_ClosingBalanceDate,,d
595,Trust Statement,,Entry Date,TrustStatement_EntryDate,Text describing the addition of the entry date,d
358,Trust Statement,,Opening Balance Amount,TrustStatement_OpeningBalanceAmount,,c
357,Trust Statement,,Opening Balance Date,TrustStatement_OpeningBalanceDate,,d
355,Trust Statement,,Statement Date,TrustStatement_StatementDate,,d
356,Trust Statement,,Statement Number,TrustStatement_StatementNumber,,n
435,Trust Statement,,Trust Account Alias,TrustStatement_TrustAccountAlias,Trust/Client/Controlled Money Account,s
411,Trust Statement Invoices,,Amount,TrustStatementInvoice_Amount,Trust Statement Invoices - Item Amount,n
413,Trust Statement Invoices,,Balance,TrustStatementInvoice_Balance,Trust Statement Invoices - Running Balance,c
410,Trust Statement Invoices,,Date,TrustStatementInvoice_Date,Trust Statement Invoices - Item Date,d
424,Trust Statement Invoices,,Date (Formatted),TrustStatementInvoice_DateFormatted,The date for a statement invoice but pre-formatted which may include multiple lines if needed,d
409,Trust Statement Invoices,,Description,TrustStatementInvoice_Description,Trust Statement Invoices - Item Description,s
412,Trust Statement Invoices,,Due,TrustStatementInvoice_Due,Trust Statement Invoices - Item Balance Due,c
371,Trust Statement Item,,Action Entry Number,TrustStatementItem_ActionEntryNumber,,n
367,Trust Statement Item,,Associated Participant Name,TrustStatementItem_AssociatedParticipantName,,s
361,Trust Statement Item,,Bank Entry Date,TrustStatementItem_BankEntryDate,,d
423,Trust Statement Item,,Bank Entry Date (Formatted),TrustStatementItem_BankEntryDateFormatted,The date for a statement item but pre-formatted which may include multiple lines if needed,d
364,Trust Statement Item,,Deposit Amount,TrustStatementItem_DepositAmount,,c
362,Trust Statement Item,,Description,TrustStatementItem_Description,,s
369,Trust Statement Item,,Entry Number,TrustStatementItem_EntryNumber,,n
368,Trust Statement Item,,Entry Type,TrustStatementItem_EntryType,,s
370,Trust Statement Item,,Entry Type And Number,TrustStatementItem_EntryTypeAndNumber,,s
366,Trust Statement Item,,Running Balance,TrustStatementItem_RunningBalance,,c
365,Trust Statement Item,,Transaction Amount,TrustStatementItem_TransactionAmount,,c
363,Trust Statement Item,,Withdrawal Amount,TrustStatementItem_WithdrawalAmount,,c
